"clean_addr","coun_dist","shape_area","shape_leng","type","type_clean","mobile","HIV","kosher","halal","program","address","boro","zip_code","days","snap_activity","coords","bbl","lon","lat","multiple","number","clean_prgm","type1","type_clean1","program1","mobile1","HIV1","kosher1","halal1","snap_activity1","type2","type_clean2","program2","mobile2","HIV2","kosher2","halal2","snap_activity2","type3","type_clean3","program3","mobile3","HIV3","kosher3","halal3","snap_activity3","types"
"307 ST. MARKS PLACE",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","SKYLIGHT CENTER","307 ST. MARKS PLACE","STATEN ISLAND",10301,"TUE","HRA provides SNAP outreach materials for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services.","-74.078137,40.64254",5000080016,-74.078137,40.64254,"Food Pantry",1,"SKYLIGHT CENTER","FP","Food Pantry","SKYLIGHT CENTER","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"31-30 61ST STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","CORPUS CHRISTI FOOD PANTRY","31-30 61ST STREET","QUEENS",11377,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.90192,40.756475",4011360048,-73.90192,40.756475,"Food Pantry",1,"CORPUS CHRISTI FOOD PANTRY","FP","Food Pantry","CORPUS CHRISTI FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"3101 EASTCHESTER ROAD",12,137915477.628,56956.3365405,"FP","Food Pantry","No","No","No","No","ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY","3101 EASTCHESTER ROAD","BRONX",10469,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.843972,40.871321",2047610050,-73.843972,40.871321,"Food Pantry",1,"ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY","FP","Food Pantry","ABUNDANT GRACE FOR THE FORSAKEN FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"314 DRAKE STREET",17,135053206.029,120620.696712,"FPM","Food Pantry","Yes","No","No","No","MOBILE FOOD PANTRY","309 DRAKE STREET","BRONX",10474,"TUE-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.880518,40.808197",2027750208,-73.880518,40.808197,"Food Pantry",1,"MOBILE FOOD PANTRY","FPM","Food Pantry Mobile","MOBILE FOOD PANTRY","Yes","No","No","Yes","HRA provides SNAP outreach materials  for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile"
"3144 3RD AVE",17,135053206.029,120620.696712,"FPH","Food Pantry","No","No","No","Yes","BOOM! HEALTH","3144 3RD AVE","BRONX",10451,"MON - FRI","HRA provides SNAP outreach materials for distribution and posting","-73.910556,40.822121",2023600089,-73.910556,40.822121,"Food Pantry",1,"BOOM! HEALTH","FPH","Food Pantry","BOOM! HEALTH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"32 SANDS STREET",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC","32 SANDS STREET","STATEN ISLAND",10304,"FRI,SUN","HRA coordinates SNAP outreach services with Food Bank For NYC (Vendor contracted by HRA)","-74.076085,40.628913",5004900004,-74.076085,40.628913,"Food Pantry",1,"UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC","FP","Food Pantry","UNITED CHURCH OF PRAISE INTERNATIONAL MINISTRIES, INC","No","No","No","No","HRA coordinates SNAP outreach services with Food Bank For NYC (Vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"329 WEST 42ND STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","HOLY CROSS FOOD SUPPLEMENT PROGRAM","329 WEST 42ND STREET","MANHATTAN",10036,"SAT(SEE FILE)","HRA provides SNAP outreach materials for distribution and posting","-73.99099,40.758035",1010330017,-73.99099,40.758035,"Food Pantry",1,"HOLY CROSS FOOD SUPPLEMENT PROGRAM","FP","Food Pantry","HOLY CROSS FOOD SUPPLEMENT PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"33-16 108TH STREET",21,132431799.95,80033.5909351,"FP","Food Pantry","No","No","No","No","ELMCOR YOUTH & ADULT ACTIVITIES #2","33-16 108TH STREET","QUEENS",11368,"WED","HRA provides SNAP outreach materials for distribution and posting","-73.86137,40.757268",4017220012,-73.86137,40.757268,"Food Pantry",1,"ELMCOR YOUTH & ADULT ACTIVITIES #2","FP","Food Pantry","ELMCOR YOUTH & ADULT ACTIVITIES #2","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"333 EAST 115TH STREET",8,102795587.477,114088.346546,"FP","Food Pantry","No","No","No","No","LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE","333 EAST 115TH STREET","MANHATTAN",10029,"TUE, WED/WED","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.936638,40.795879",1016870017,-73.936638,40.795879,"Food Pantry",1,"LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE","FP","Food Pantry","LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"335 WEST 51ST STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","ST. PAUL'S HOUSE INC.","335 WEST 51ST STREET","MANHATTAN",10019,"TUE","HRA provides SNAP outreach materials for distribution and posting","-73.98706,40.763707",1010420015,-73.98706,40.763707,"Multiple Programs",2,"ST. PAUL'S HOUSE INC.","FP","Food Pantry","ST. PAUL'S HOUSE INC.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. PAUL'S HOUSE INC.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"335 WEST 51ST STREET",3,82514825.7584,92788.6218166,"SK","Soup Kitchen","No","No","No","No","ST. PAUL'S HOUSE INC.","335 WEST 51ST STREET","MANHATTAN",10019,"MON,WED,FRI","HRA provides SNAP outreach materials for distribution and posting","-73.98706,40.763707",1010420015,-73.98706,40.763707,"Multiple Programs",2,"ST. PAUL'S HOUSE INC.","FP","Food Pantry","ST. PAUL'S HOUSE INC.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","ST. PAUL'S HOUSE INC.","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"336 73RD STREET",43,146856751.79,85411.9852783,"FP","Food Pantry","No","No","No","No","OUR LADY OF ANGELS HUMAN SERVICES","336 73RD STREET","BROOKLYN",11209,"WED","HRA provides SNAP outreach materials for distribution and posting","-74.026181,40.63236",3059180021,-74.026181,40.63236,"Food Pantry",1,"OUR LADY OF ANGELS HUMAN SERVICES","FP","Food Pantry","OUR LADY OF ANGELS HUMAN SERVICES","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"340 BAY STREET",49,329414913.13,178070.498322,"FP","Food Pantry","No","No","No","No","DEPARTMENT OF PROBATION STATEN ISLAND OFFICE","340 BAY STREET","STATEN ISLAND",10301,"MON","HRA provides SNAP outreach materials for distribution and posting","-74.075544,40.633761",5005030032,-74.075544,40.633761,"Food Pantry",1,"DEPARTMENT OF PROBATION STATEN ISLAND OFFICE","FP","Food Pantry","DEPARTMENT OF PROBATION STATEN ISLAND OFFICE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"340 WILLIS AVENUE",8,102795587.477,114088.346546,"FP","Food Pantry","No","No","No","No","ABRAHAM HOUSE, INC","340 WILLIS AVENUE","BRONX",10454,"SAT","On site social workers/ HRA provides SNAP training and outreach materials for distribution and posting/ SNAP training","-73.920989,40.811169",2022860006,-73.920989,40.811169,"Food Pantry",1,"ABRAHAM HOUSE, INC","FP","Food Pantry","ABRAHAM HOUSE, INC","No","No","No","No","On site social workers/ HRA provides SNAP training and outreach materials for distribution and posting/ SNAP training",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"3445 WHITE PLAINS ROAD",12,137915477.628,56956.3365405,"FP","Food Pantry","No","No","No","No","CITY OF FAITH CHURCH OF GOD","3445-3453 WHITE PLAINS ROAD","BRONX",10467,"TUE","HRA provides SNAP outreach materials for distribution and posting/ APICA Provides SNAP SERVICES last two TUESAYS of the month","-73.867434,40.876662",2046280047,-73.867434,40.876662,"Food Pantry",1,"CITY OF FAITH CHURCH OF GOD","FP","Food Pantry","CITY OF FAITH CHURCH OF GOD","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting/ APICA Provides SNAP SERVICES last two TUESAYS of the month",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"345 ADAMS STREET",33,124237883.434,130591.006365,"FP","Food Pantry","No","No","No","No","DEPARTMENT OF PROBATION BROOKLYN OFFICE","345 ADAMS STREET - 6TH FLOOR","BROOKLYN",11201,"FRI","HRA provides SNAP outreach materials for distribution and posting","-73.988424,40.692721",3001407503,-73.988424,40.692721,"Food Pantry",1,"DEPARTMENT OF PROBATION BROOKLYN OFFICE","FP","Food Pantry","DEPARTMENT OF PROBATION BROOKLYN OFFICE","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"3450 DEKALB AVENUE",11,205657341.699,86727.3742999,"FP","Food Pantry","No","No","No","No","MOSHOLU MONTEFIORE COMMUNITY CENTER FP","3450 DEKALB AVENUE","BRONX",10467,"TUE(2,4),TH(2,4)","SNAP outreach conducted by on site staff","-73.880729,40.88151",2033270001,-73.880729,40.88151,"Food Pantry",1,"MOSHOLU MONTEFIORE COMMUNITY CENTER FP","FP","Food Pantry","MOSHOLU MONTEFIORE COMMUNITY CENTER FP","No","No","No","No","SNAP outreach conducted by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"346 WEST 20TH ST.",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","ST. PETER'S FOOD PANTRY","346 WEST 20TH ST. NR. 9TH AVE","MANHATTAN",10011,"SAT","Giving Tree Family Organization provides training and support services","-74.001958,40.744087",1007430072,-74.001958,40.744087,"Food Pantry",1,"ST. PETER'S FOOD PANTRY","FP","Food Pantry","ST. PETER'S FOOD PANTRY","No","No","No","No","Giving Tree Family Organization provides training and support services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"3482 PARK AVENUE",16,57831138.393,70414.2736417,"FP","Food Pantry","No","No","No","No","BETH-EL HOUSE OF YAHWEH","3482 PARK AVENUE","BRONX",10456,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.908151,40.830831",2023890011,-73.908151,40.830831,"Food Pantry",1,"BETH-EL HOUSE OF YAHWEH","FP","Food Pantry","BETH-EL HOUSE OF YAHWEH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"35-20 GREENPOINT AVE",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","ST. RAPHAEL CHURCH FOOD PANTRY","35-20 GREENPOINT AVE, LIC","QUEENS",11101,"THUR/SAT","HRA provides SNAP outreach materials for distribution and posting","-73.929982,40.737123",4002330001,-73.929982,40.737123,"Food Pantry",1,"ST. RAPHAEL CHURCH FOOD PANTRY","FP","Food Pantry","ST. RAPHAEL CHURCH FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"35-30 103RD STREET",21,132431799.95,80033.5909351,"FP","Food Pantry","No","No","No","No","CORONA S.D.A. CHURCH","35-30 103RD STREET","QUEENS",11368,"MON","HRA provides SNAP outreach materials for distribution and posting","-73.865001,40.753795",4017430020,-73.865001,40.753795,"Multiple Programs",2,"CORONA S.D.A. CHURCH","FP","Food Pantry","CORONA S.D.A. CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CORONA S.D.A. CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"35-30 103RD STREET",21,132431799.95,80033.5909351,"SK","Soup Kitchen","No","No","No","No","CORONA S.D.A. CHURCH","35-30 103RD STREET","QUEENS",11368,"SUN","HRA provides SNAP outreach materials for distribution and posting","-73.865001,40.753795",4017430020,-73.865001,40.753795,"Multiple Programs",2,"CORONA S.D.A. CHURCH","FP","Food Pantry","CORONA S.D.A. CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting","SK","Soup Kitchen","CORONA S.D.A. CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"352 CLASSON AVE",35,81510738.8638,57126.6362875,"FP","Food Pantry","No","No","No","No","CHILD DEVELOPMENT SUPPORT CORPORATION","352-358 CLASSON AVE","BROOKLYN",11238,"THUR","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site","-73.960218,40.688464",3019480035,-73.960218,40.688464,"Food Pantry",1,"CHILD DEVELOPMENT SUPPORT CORPORATION","FP","Food Pantry","CHILD DEVELOPMENT SUPPORT CORPORATION","No","No","No","No","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"357 EMPIRE BLVD",35,81510738.8638,57126.6362875,"FP","Food Pantry","No","No","No","No","GETHSEMANE SDA CHURCH","357 EMPIRE BLVD","BROOKLYN",11225,"SUN/WED (EVERY OTHER)","HRA provides SNAP outreach materials for distribution and posting","-73.950035,40.664236",3013090138,-73.950035,40.664236,"Food Pantry",1,"GETHSEMANE SDA CHURCH","FP","Food Pantry","GETHSEMANE SDA CHURCH","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"36-49 11TH STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","HOUR CHILDREN COMMUNITY OUTREACH","36-49 11TH STREET (LIC)","QUEENS",11106,"MON/TUE/THUR","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.940405,40.759884",4003520001,-73.940405,40.759884,"Food Pantry",1,"HOUR CHILDREN COMMUNITY OUTREACH","FP","Food Pantry","HOUR CHILDREN COMMUNITY OUTREACH","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"360 SCHERMERHORN STREET",33,124237883.434,130591.006365,"FP","Food Pantry","No","No","No","No","RHOW BROOKLYN INC","360 SCHERMERHORN STREET","BROOKLYN",11217,"SAT (2,3,4)","HRA provides SNAP outreach mateiral for distribution and posting","-73.980333,40.686526",3001730023,-73.980333,40.686526,"Multiple Programs",2,"RHOW BROOKLYN INC","FP","Food Pantry","RHOW BROOKLYN INC","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting","SK","Soup Kitchen","RHOW BROOKLYN INC","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"360 SCHERMERHORN STREET",33,124237883.434,130591.006365,"SK","Soup Kitchen","No","No","No","No","RHOW BROOKLYN INC","360 SCHERMERHORN STREET","BROOKLYN",11217,"M,TUE,FRI","HRA provides SNAP outreach mateiral for distribution and posting","-73.980333,40.686526",3001730023,-73.980333,40.686526,"Multiple Programs",2,"RHOW BROOKLYN INC","FP","Food Pantry","RHOW BROOKLYN INC","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting","SK","Soup Kitchen","RHOW BROOKLYN INC","No","No","No","No","HRA provides SNAP outreach mateiral for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"37 W. 26TH ST",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","NEW ALTERNATIVE FOR CHILDREN, INC.","37 W. 26TH ST- 6TH FLOOR","MANHATTAN",10010,"MON,TUE","On site SNAP outreach services provided by organization","-73.990417,40.744616",1008280009,-73.990417,40.744616,"Food Pantry",1,"NEW ALTERNATIVE FOR CHILDREN, INC.","FP","Food Pantry","NEW ALTERNATIVE FOR CHILDREN, INC.","No","No","No","No","On site SNAP outreach services provided by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"371 6TH AVE.",3,82514825.7584,92788.6218166,"SK","Soup Kitchen","No","No","No","No","ST. JOSEPHS SOUP KITCHEN INCORPORATED","371 6TH AVE. & WASHINGTON PL.","MANHATTAN",10014,"SAT","On site SNAP prescreening services provided by organization","-74.000646,40.732768",1005920069,-74.000646,40.732768,"Soup Kitchen",1,"ST. JOSEPHS SOUP KITCHEN INCORPORATED","SK","Soup Kitchen","ST. JOSEPHS SOUP KITCHEN INCORPORATED","No","No","No","No","On site SNAP prescreening services provided by organization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"376 THROOP AVENUE",36,76221712.333,42153.1812083,"FP","Food Pantry","No","No","No","No","NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION","376 THROOP AVENUE","BROOKLYN",11221,"TUE,THUR","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.9429,40.691324",3017860038,-73.9429,40.691324,"Food Pantry",1,"NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION","FP","Food Pantry","NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"38-49 12TH STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","CENTER OF HOPE INTERNATIONAL","38-49 12TH STREET (L.I.C.)","QUEENS",11101,"TUE, THUR,WED","HRA provides SNAP outreach materials for distribution and posting.  Clients are referred to a Facilitated Enrollment location (Urban Upbund-LIC) in Queens.","-73.941831,40.756894",4004720640,-73.941831,40.756894,"Food Pantry",1,"CENTER OF HOPE INTERNATIONAL","FP","Food Pantry","CENTER OF HOPE INTERNATIONAL","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting.  Clients are referred to a Facilitated Enrollment location (Urban Upbund-LIC) in Queens.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"3816 9TH AVE",10,73314498.8406,64432.5627655,"FP","Food Pantry","No","No","No","No","NEW YORK CITY LOVE KITCHEN INC","3816 9TH AVE","MANHATTAN",10034,"THUR (1,2,3)","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.91852,40.862198",1022010021,-73.91852,40.862198,"Multiple Programs",2,"NEW YORK CITY LOVE KITCHEN INC","FP","Food Pantry","NEW YORK CITY LOVE KITCHEN INC","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","SK","Soup Kitchen","NEW YORK CITY LOVE KITCHEN INC","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"3816 9TH AVE",10,73314498.8406,64432.5627655,"SK","Soup Kitchen","No","No","No","No","NEW YORK CITY LOVE KITCHEN INC","3816 9TH AVE","MANHATTAN",10034,"MON-FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.91852,40.862198",1022010021,-73.91852,40.862198,"Multiple Programs",2,"NEW YORK CITY LOVE KITCHEN INC","FP","Food Pantry","NEW YORK CITY LOVE KITCHEN INC","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","SK","Soup Kitchen","NEW YORK CITY LOVE KITCHEN INC","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry, Soup Kitchen"
"3846 FLATLANDS AVE",45,116765202.953,64761.7916128,"FP","Food Pantry","No","No","No","No","BNAI RAPHAEL CHESED ORGANIZATION, INC.","3846 FLATLANDS AVE","BROOKLYN",11234,"M/TUE, WED/THUR","SNAP outreach provided by on site staff","-73.937501,40.619554",3078580047,-73.937501,40.619554,"Food Pantry",1,"BNAI RAPHAEL CHESED ORGANIZATION, INC.","FP","Food Pantry","BNAI RAPHAEL CHESED ORGANIZATION, INC.","No","No","No","No","SNAP outreach provided by on site staff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"39-21 CRESCENT STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","EVANGEL FOOD PANTRY","39-21 CRESENT STREET (LIC)","QUEENS",11101,"SAT (1,2,3,4)","HRA provides SNAP outreach materials for distribution and posting","-73.936973,40.754192",4003960010,-73.936973,40.754192,"Food Pantry",1,"EVANGEL FOOD PANTRY","FP","Food Pantry","EVANGEL FOOD PANTRY","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"39-38 29TH STREET",26,152159343.891,76213.5776792,"FP","Food Pantry","No","No","No","No","ST. PATRICK'S ROMAN CATHOLIC CHURCH","39-38 29TH STREET (LIC)","QUEENS",11101,"SAT (3RD)","New site, Coordinating future SNAP outreach services","-73.935598,40.752739",4003980039,-73.935598,40.752739,"Food Pantry",1,"ST. PATRICK'S ROMAN CATHOLIC CHURCH","FP","Food Pantry","ST. PATRICK'S ROMAN CATHOLIC CHURCH","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"4-25 ASTORIA BLVD",22,143879375.948,90246.1586774,"FPM","Food Pantry","Yes","No","No","No","CITY HARVEST - ASTORIA MOBILE MARKET","7-1 ASTORIA BLVD","QUEENS",11102,"THUR(3),SAT(1)","HRA provides SNAP outreach materials for distribution and posting","-73.932878,40.77307",4004900101,-73.932878,40.77307,"Food Pantry",1,"CITY HARVEST - ASTORIA MOBILE MARKET","FPM","Food Pantry Mobile","CITY HARVEST - ASTORIA MOBILE MARKET","Yes","No","No","Yes","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry Mobile"
"404 LEFFERTS AVE",40,62693961.5363,42775.1460013,"FP","Food Pantry","No","No","No","No","SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","404 LEFFERTS AVE","BROOKLYN",11225,"SAT","HRA provides SNAP outreach materials for distribution and posting","-73.948089,40.662295",3013300034,-73.948089,40.662295,"Food Pantry",1,"SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","FP","Food Pantry","SANCTIFIED CHURCH OF GOD, INC/COMMUNITY FEEDING PROGRAM","No","No","No","No","HRA provides SNAP outreach materials for distribution and posting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"4055 RICHMOND AVENUE",51,655648717.432,195521.334273,"FP","Food Pantry","No","No","No","No","CALVARY ASSEMBLY OF GOD","4055 RICHMOND AVENUE","STATEN ISLAND",10312,"SUN","New site, Coordinating future SNAP outreach services","-74.160423,40.539713",5052680066,-74.160423,40.539713,"Food Pantry",1,"CALVARY ASSEMBLY OF GOD","FP","Food Pantry","CALVARY ASSEMBLY OF GOD","No","No","No","No","New site, Coordinating future SNAP outreach services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
"409 EAST 95TH STREET",41,78156814.9694,57718.3766762,"SK","Soup Kitchen","No","No","No","No","HOPE CENTER DEVELOPMENT CORPORATION","409 EAST 95TH STREET","BROOKLYN",11212,"SAT(1,2,3,4)","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.918381,40.657237",3046700015,-73.918381,40.657237,"Soup Kitchen",1,"HOPE CENTER DEVELOPMENT CORPORATION","SK","Soup Kitchen","HOPE CENTER DEVELOPMENT CORPORATION","No","No","No","No","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soup Kitchen"
"410 WEST 40TH STREET",3,82514825.7584,92788.6218166,"FP","Food Pantry","No","No","No","No","RAUSCHENBUSCH METRO MINISTRIES INC.","410 WEST 40TH STREET","MANHATTAN",10018,"SAT(1,2,3,4)","On site SNAP outreach services conducted by volunteer social worker","-73.994329,40.757219",1007370043,-73.994329,40.757219,"Food Pantry",1,"RAUSCHENBUSCH METRO MINISTRIES INC.","FP","Food Pantry","RAUSCHENBUSCH METRO MINISTRIES INC.","No","No","No","No","On site SNAP outreach services conducted by volunteer social worker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food Pantry"
