"type","type_clean","mobile","HIV","kosher","halal","program","address","clean_addr","boro","zip_code","days","snap_activity","coords","bbl","lat","lon"
"FPK","Food Pantry","No","No","Yes","No","JEWISH COMMUNITY COUNCIL OF CANARSIE   #1","1170 PENNSYLVANIA AVE","1170 PENNSYLVANIA AVE","BROOKLYN","11239","WED","SNAP outreach conducted by onsite staff","-73.885804,40.651464","3044340060",40.651464,-73.885804
"FPK","Food Pantry","No","No","Yes","No","JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY","2157 HOLLAND AVE","2157 HOLLAND AVE","BRONX","10462","TUE,WED,THUR","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP document)","-73.865992,40.855338","2043190045",40.855338,-73.865992
"FPK","Food Pantry","No","No","Yes","No","JEWISH COMMUNITY COUNCIL OF THE ROCKAWAY PENINSULA","1525 CENTRAL AVE","1525 CENTRAL AVE","QUEENS","11691","TUE,THUR","SNAP services provided by outside organization (MET Council)","-73.751553,40.605256","4155450023",40.605256,-73.751553
"FPK","Food Pantry","No","No","Yes","No","JEWISH INSTITUTE OF QUEENS","60-05 WOODHAVEN BLVD (ELMHURST)","60-05 WOODHAVEN BLVD","QUEENS","11373","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.870998,40.73113","4030880001",40.73113,-73.870998
"FPK","Food Pantry","No","No","Yes","No","KEHILAT SEPAHRDIM OF AHVAT ACHIM","150-62 78TH ROAD, FLUSHING","150-62 78TH ROAD","QUEENS","11367","MON,WED/SUN","HRA provides SNAP outreach materials for distribution and posting","-73.811548,40.721038","4067110084",40.721038,-73.811548
"FP","Food Pantry","No","No","No","No","KINGLAWN UNITED PRESBYTERIAN CHURCH","2368 RALPH AVENUE","2368 RALPH AVENUE","BROOKLYN","11234","SAT(2,4)","HRA provides SNAP outreach materials for distribution and posting","-73.917699,40.620301","3078840071",40.620301,-73.917699
"FP","Food Pantry","No","No","No","No","KINGSBOROUGH COMMUNITY COLLEGE","2001 ORIENTAL BLVD - T4-265","2001 ORIENTAL BLVD","BROOKLYN","11235","MON-FRI","SNAP outreach provided by external organization","-73.934968,40.578152","3087600060",40.578152,-73.934968
"FP","Food Pantry","No","No","No","No","LA JORNADA","135-32 38TH AVENUE","135-32 38TH AVENUE","QUEENS","11354","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.831236,40.760321","4049750001",40.760321,-73.831236
"FPM","Food Pantry","Yes","No","No","No","LA JORNADA FOOD TRUCK","135-32 38TH AVENUE","135-32 38TH AVENUE","QUEENS","11354","FRI (EVY OTH)","New site, Coordinating future SNAP outreach services","-73.831236,40.760321","4049750001",40.760321,-73.831236
"FP","Food Pantry","No","No","No","No","LAS MARAVILLAS DEL EXODO","302 ELTON STREET","302 ELTON STREET","BROOKLYN","11208","WED","HRA provides SNAP outreach materials for distribution and posting","-73.884169,40.675809","3039850020",40.675809,-73.884169
"FP","Food Pantry","No","No","No","No","LEVITICUS CHURCH","114-12 VAN WYCK EXPRESSWAY","114-12 VAN WYCK EXPRESSWAY","QUEENS","11420","WED/SAT","HRA provides SNAP outreach materials for distribution and posting","-73.806276,40.682327","4116610011",40.682327,-73.806276
"FP","Food Pantry","No","No","No","No","LINDEN SDA CHURCH COMMUNITY SERVICES","228-20 137TH AVENUE","228-20 137TH AVENUE","QUEENS","11413","SUN","HRA provides SNAP outreach materials for distribution and posting","-73.743741,40.672946","4131690026",40.672946,-73.743741
"FP","Food Pantry","No","No","No","No","LITTLE JERUSALEM HOUSE OF PRAYER","447 HERZL STREET","447 HERZL STREET","BROOKLYN","11212","SAT (2,4)","HRA provides SNAP outreach materials for distribution and posting","-73.912562,40.658956","3035980005",40.658956,-73.912562
"FP","Food Pantry","No","No","No","No","LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE","333 EAST 115TH STREET","333 EAST 115TH STREET","MANHATTAN","10029","TUE, WED/WED","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.936638,40.795879","1016870017",40.795879,-73.936638
"FP","Food Pantry","No","No","No","No","LOS REDIMIDOS EN LA SANGRE DE CRISTO","609 EAST 182ND STREET","609 EAST 182ND STREET","BRONX","10457","WED","HRA provides SNAP outreach materials for distribution and posting","-73.889498,40.852145","2030710001",40.852145,-73.889498
"FP","Food Pantry","No","No","No","No","LOST SHEEP CHRISTIAN CHURCH/FEED MY SHEEP COMMUNITY PANTRY","1104 ELDER AVENUE #15","1104 ELDER AVENUE","BRONX","10472","SAT","HRA provides SNAP outreach materials  for distribution and posting","-73.878362,40.826467","2037400005",40.826467,-73.878362
"FP","Food Pantry","No","No","No","No","MAKE THE ROAD NEW YORK","301 GROVE STREET","301 GROVE STREET","BROOKLYN","11237","FRI","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","-73.915886,40.698462","3033170041",40.698462,-73.915886
"FP","Food Pantry","No","No","No","No","MAKE THE ROAD NEW YORK","92-10 ROOSEVELT AVENUE","92-10 ROOSEVELT AVENUE","QUEENS","11372","WED","HRA provides SNAP outreach materials  for distribution and posting. SNAP outreach provided by on site staff member.","-73.874015,40.748419","4015500020",40.748419,-73.874015
"FP","Food Pantry","No","No","No","No","MANNA OF LIFE MINISTRIES, INC","1101 BOSTON ROAD","1101 BOSTON ROAD","BRONX","10456","TUE,THU,SAT","HRA provides SNAP outreach materials for distribution and posting","-73.904936,40.827546","2026130040",40.827546,-73.904936
"SKM","Soup Kitchen","Yes","No","No","No","MANNA OF LIFE MINISTRIES, INC","1101 BOSTON ROAD","1101 BOSTON ROAD","BRONX","10456","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.904936,40.827546","2026130040",40.827546,-73.904936
"FPK","Food Pantry","No","No","Yes","No","MASBIA OF BORO PARK","5402 NEW UTRECHT AVENUE","5402 NEW UTRECHT AVENUE","BROOKLYN","11219","THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.995515,40.632367","3056760033",40.632367,-73.995515
"SKK","Soup Kitchen","No","No","Yes","No","MASBIA OF BORO PARK","5402 NEW UTRECHT AVENUE","5402 NEW UTRECHT AVENUE","BROOKLYN","11219","M,TU,W,TH,SUN","HRA provides SNAP outreach materials  for distribution and posting","-73.995515,40.632367","3056760033",40.632367,-73.995515
"FPK","Food Pantry","No","No","Yes","No","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","1372 CONEY ISLAND AVE","BROOKLYN","11230","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.965393,40.624045","3065310016",40.624045,-73.965393
"SKK","Soup Kitchen","No","No","Yes","No","MASBIA OF FLATBUSH","1372 CONEY ISLAND AVE","1372 CONEY ISLAND AVE","BROOKLYN","11230","M,TU,W,TH,SUN","HRA provides SNAP outreach materials for distribution and posting","-73.965393,40.624045","3065310016",40.624045,-73.965393
"FPK","Food Pantry","No","No","Yes","No","MASBIA OF QUEENS","105-47 64TH ROAD","105-47 64TH ROAD","QUEENS","11375","THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.849783,40.732344","4021490001",40.732344,-73.849783
"SKK","Soup Kitchen","No","No","Yes","No","MASBIA OF QUEENS","105-47 64TH ROAD","105-47 64TH ROAD","QUEENS","11375","M,TU,W,TH,SUN","HRA provides SNAP outreach materials for distribution and posting","-73.849783,40.732344","4021490001",40.732344,-73.849783
"FP","Food Pantry","No","No","No","No","MCCNY CHARITIES","446 WEST 36TH STREET","446 WEST 36TH STREET","MANHATTAN","10018","THUR","HRA provides SNAP outreach materials for distribution and posting","-73.997519,40.755334","1007330062",40.755334,-73.997519
"FP","Food Pantry","No","No","No","No","MCNY BRONX CAMPUS","463 EAST 149TH STREET","463 EAST 149TH STREET","BRONX","10455","THUR","New site, Coordinating future SNAP outreach services","-73.915354,40.815512","2022947501",40.815512,-73.915354
"FP","Food Pantry","No","No","No","No","MCNY MANHATTAN CAMPUS","60 WEST STREET","60 WEST STREET","MANHATTAN","10006","THUR","New site, Coordinating future SNAP outreach services","-73.983957,40.769295","1010490001",40.769295,-73.983957
"FP","Food Pantry","No","No","No","No","MEDGAR EVERS COLLEGE COUGAR COUNTRY FOOD PANTRY","1637 BEDFORD AVE - ROOM 317","1637 BEDFORD AVE","BROOKLYN","11225","TUE, WED, SAT","SNAP outreach provided by on site staff","-73.956105,40.667019","3012880001",40.667019,-73.956105
"FPK","Food Pantry","No","No","Yes","No","MESIVTHA OF STATEN ISLAND","1870 DRUMGOOLE ROAD EAST","1870 DRUMGOOLE ROAD EAST","STATEN ISLAND","10309","WED","HRA provides SNAP outreach materials for distribution and posting","-74.214477,40.527495","5069980024",40.527495,-74.214477
"FPK","Food Pantry","No","No","Yes","No","METROPOLITAN COUNCIL ON JEWISH POVERTY","5361 PRESTON COURT","5361 PRESTON COURT","BROOKLYN","11234","TUE,THUR","SNAP Outreach services provided by MET Council staff","-73.923521,40.639461","3079490204",40.639461,-73.923521
"FP","Food Pantry","No","No","No","No","MINISTRY TOOLS INC","170-20 140TH AVE","170-20 140TH AVE","QUEENS","11434","SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.769337,40.670876","4125880044",40.670876,-73.769337
"FPM","Food Pantry","Yes","No","No","No","MOBILE FOOD PANTRY","309 DRAKE STREET","314 DRAKE STREET","BRONX","10474","TUE-FRI","HRA provides SNAP outreach materials  for distribution and posting","-73.880518,40.808197","2027750208",40.808197,-73.880518
"SKHA","Soup Kitchen","No","Yes","No","No","MOMENTUM PROJECT HRC - HARM REDUCTION CENTER","226 EAST 144TH STREET","226 EAST 144TH STREET","BRONX","10451","FRI","New site, Coordinating future SNAP outreach services","-73.925535,40.815616","2023400221",40.815616,-73.925535
"FP","Food Pantry","No","No","No","No","MORE GRACE REDEMPTIVE CENTER","11 WOODS PLACE","11 WOODS PLACE","BROOKLYN","11226","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.954578,40.650138","3051040110",40.650138,-73.954578
"FP","Food Pantry","No","No","No","No","MORE THAN CONQUERORS GLOBAL MINISTRIES INC.","153-56 ROCKAWAY BLVD","153-56 ROCKAWAY BLVD","QUEENS","11434","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.782553,40.669141","4121360022",40.669141,-73.782553
"FP","Food Pantry","No","No","No","No","MORRISANIA REVITALIZATION CORP INC","576 EAST 165TH STREET","576 EAST 165TH STREET","BRONX","10456","FRI","On site SNAP prescreening and application assistance provided by organization","-73.907004,40.825528","2026220005",40.825528,-73.907004
"FP","Food Pantry","No","No","No","No","MOSHOLU MONTEFIORE COMMUNITY CENTER FP","3450 DEKALB AVENUE","3450 DEKALB AVENUE","BRONX","10467","TUE(2,4),TH(2,4)","SNAP outreach conducted by on site staff","-73.880729,40.88151","2033270001",40.88151,-73.880729
"FP","Food Pantry","No","No","No","No","MOUNT CARMEL WORSHIP AND OUTREACH CENTER","784 EAST 46TH STREET","784 EAST 46TH STREET","BROOKLYN","11203","MON","HRA provides SNAP outreach for distribution and posting","-73.933405,40.64212","3049620041",40.64212,-73.933405
"FP","Food Pantry","No","No","No","No","MOUNT PISGAH BAPTIST CHURCH","709 EAST 228TH STREET","709 EAST 228TH STREET","BRONX","10466","SAT(2,3)","New site, Coordinating future SNAP outreach services","-73.858897,40.890041","2048420038",40.890041,-73.858897
"FP","Food Pantry","No","No","No","No","MOUNT SINAI SDA CHURCH","217-10 93RD AVENUE","217-10 93RD AVENUE","QUEENS","11428","WED","HRA provides SNAP outreach mateiral for distribution and posting","-73.739813,40.721047","4106230001",40.721047,-73.739813
"FP","Food Pantry","No","No","No","No","MOVEMENT OF PENTECOSTAL CHRISTIAN CHURCH","90-92 SUMMIT STREET","90 SUMMIT STREET","BROOKLYN","11231","SUN","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-74.003612,40.682054","3003580012",40.682054,-74.003612
"FP","Food Pantry","No","No","No","No","MT. HEBRON CHURCH OF CHRIST","167 CHESTER STREET","167 CHESTER STREET","BROOKLYN","11212","SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.910929,40.66771","3035210009",40.66771,-73.910929
"FP","Food Pantry","No","No","No","No","MT. OLIVET BAPTIST CHURCH COMMUNITY MEAL PROGRAM","201 LENOX AVE","201 LENOX AVE","MANHATTAN","10027","TUE,WED","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.94807,40.804945","1019050029",40.804945,-73.94807
"FP","Food Pantry","No","No","No","No","NARROW DOOR I.M.C.","161 SHERMAN AVENUE","161 SHERMAN AVENUE","MANHATTAN","10034","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.922708,40.864404","1022210009",40.864404,-73.922708
"FP","Food Pantry","No","No","No","No","NATIONAL COUNCIL OF JEWISH WOMEN","241 WEST 72ND STREET","241 WEST 72ND STREET","MANHATTAN","10023","MON","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.982994,40.779504","1011640015",40.779504,-73.982994
"SK","Soup Kitchen","No","No","No","No","NATIONAL COUNCIL OF JEWISH WOMEN","241 WEST 72ND STREET","241 WEST 72ND STREET","MANHATTAN","10023","WED/SUN","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.982994,40.779504","1011640015",40.779504,-73.982994
"FPK","Food Pantry","No","No","Yes","No","NAT'L COMM. FOR FUTH. OF JEWISH ED.(UC)","824 EASTERN PARKWAY","824 EASTERN PARKWAY","BROOKLYN","11213","FRI","On site SNAP prescreening services / refers applicants to  Crown Heights Community Council for application assistance/ HRA provides SNAP training and support services","-73.941032,40.668863","3012720020",40.668863,-73.941032
"FP","Food Pantry","No","No","No","No","NAZARETH HOUSING INC","206 EAST 4TH STREET","206 EAST 4TH STREET","MANHATTAN","10009","TUE","HRA provides SNAP outreach materials for distribution and posting/ on site SNAP services","-73.984244,40.7237","1003990011",40.7237,-73.984244
"SK","Soup Kitchen","No","No","No","No","NEIGHBORS TOGETHER","2094 FULTON STREET","2094 FULTON STREET","BROOKLYN","11233","MON-THUR/FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.913837,40.678134","3015500031",40.678134,-73.913837
"FP","Food Pantry","No","No","No","No","NEW ALTERNATIVE FOR CHILDREN, INC.","37 W. 26TH ST- 6TH FLOOR","37 W. 26TH ST","MANHATTAN","10010","MON,TUE","On site SNAP outreach services provided by organization","-73.990417,40.744616","1008280009",40.744616,-73.990417
"FP","Food Pantry","No","No","No","No","NEW CONVENANT COMMUNITY DEVELOPMENT CORP","1175 BOSTON ROAD","1175 BOSTON ROAD","BRONX","10456","TUE/THUR","On site SNAP outreach services provided by organization. SNAP Outreach services provided by on site staff members.","-73.903414,40.829033","2026140043",40.829033,-73.903414
"FP","Food Pantry","No","No","No","No","NEW LIFE SDA CHURCH","885-87 THOMAS BOYLAND STREET","885 THOMAS BOYLAND STREET","BROOKLYN","11212","SUN/MON/TUE","HRA provides SNAP outreach materia for distribution and posting. SNAP outreach conducted by on site staff member.","-73.910505,40.658697","3036120024",40.658697,-73.910505
"FP","Food Pantry","No","No","No","No","NEW YORK CITY LOVE KITCHEN INC","3816 9TH AVE","3816 9TH AVE","MANHATTAN","10034","THUR (1,2,3)","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.91852,40.862198","1022010021",40.862198,-73.91852
"SK","Soup Kitchen","No","No","No","No","NEW YORK CITY LOVE KITCHEN INC","3816 9TH AVE","3816 9TH AVE","MANHATTAN","10034","MON-FRI","On site SNAP prescreening and application assistance services/ FBNYC TEN site (vendor contracted by HRA)","-73.91852,40.862198","1022010021",40.862198,-73.91852
"FP","Food Pantry","No","No","No","No","NEW YORK COMMON PANTRY","8 EAST 109TH STREET","8 EAST 109TH STREET","MANHATTAN","10029","WED-SAT","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","-73.949227,40.795787","1016140066",40.795787,-73.949227
"SK","Soup Kitchen","No","No","No","No","NEW YORK COMMON PANTRY","8 EAST 109TH STREET","8 EAST 109TH STREET","MANHATTAN","10029","M-W/THU&F/M,W,F","SNAP prescreening and electronic submission of SNAP applications and documents/SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ FBNYC TEN site","-73.949227,40.795787","1016140066",40.795787,-73.949227
"FP","Food Pantry","No","No","No","No","NORTHEAST BROOKLYN HOUSING DEVELOPMENT CORPORATION","376 THROOP AVENUE","376 THROOP AVENUE","BROOKLYN","11221","TUE,THUR","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.9429,40.691324","3017860038",40.691324,-73.9429
"FP","Food Pantry","No","No","No","No","NORTHEAST CONFERENCE COMMUNITY CENTER SDA","99-13 NORTHERN BLVD","99-13 NORTHERN BLVD","QUEENS","11368","TUE/WED(SR ONLY)","HRA provides SNAP outreach materials for distribution and posting","-73.868977,40.757558","4014290038",40.757558,-73.868977
"FP","Food Pantry","No","No","No","No","ONE WAY CHURCH OF CHRIST","216-11 MERRICK BLVD.","216-11 MERRICK BLVD.","QUEENS","11413","SAT","On site SNAP prescreening and application services/ FBNYC TEN site (vendor contracted by HRA)","-73.75228,40.680234","4129560012",40.680234,-73.75228
"FPK","Food Pantry","No","No","Yes","No","ONEG SHABBOS","1601 41ST STREET","1601 41ST STREET","BROOKLYN","11218","THUR","On site social services/ HRA provides SNAP training and support services","-73.980571,40.635559","3053820001",40.635559,-73.980571
"FP","Food Pantry","No","No","No","No","OPEN DOOR TO HEAVEN OUTREACH MINISTRY INC","474 SHEPHERD AVENUE","474 SHEPHERD AVENUE","BROOKLYN","11208","SAT (1,3)","HRA provides SNAP outreach materials and applications  for distribution and posting","-73.880587,40.672635","3040360022",40.672635,-73.880587
"SK","Soup Kitchen","No","No","No","No","OPIN (OTHER PEOPLE IN NEED)","1768 ST. JOHNS PLACE","1768 ST. JOHNS PLACE","BROOKLYN","11233","WED","HRA provides SNAP outreach materials and applications for distribution and posting","-73.918501,40.669607","3014740019",40.669607,-73.918501
"FP","Food Pantry","No","No","No","No","OUR LADY OF ANGELS HUMAN SERVICES","336 73RD STREET","336 73RD STREET","BROOKLYN","11209","WED","HRA provides SNAP outreach materials for distribution and posting","-74.026181,40.63236","3059180021",40.63236,-74.026181
"FP","Food Pantry","No","No","No","No","OUR LADY OF GOOD COUNSEL CHURCH (STATEN ISLAND)","42 AUSTIN PLACE","42 AUSTIN PLACE","STATEN ISLAND","10304","SAT","HRA provides SNAP outreach materials and applications for distribution and posting","-74.086229,40.631214","5005800034",40.631214,-74.086229
"FP","Food Pantry","No","No","No","No","OUR LADY OF GRACE MINISTRY","158-10 101ST ST.- HOWARD BEACH","158-10 101ST ST.","QUEENS","11414","TUE,THUR","HRA provides SNAP outreach materials for distribution and posting","-73.833084,40.66134","4141700001",40.66134,-73.833084
"SKM","Soup Kitchen","Yes","No","No","No","OUR LADY OF GRACE PARISH MINISTRY","2322 EAST 4TH STREET","2322 EAST 4TH STREET","BROOKLYN","11223","WED/FRI","HRA provides SNAP outreach mateiral for distribution and posting","-73.967474,40.593446","3071550040",40.593446,-73.967474
"FP","Food Pantry","No","No","No","No","OUR LADY OF LOURDES","92-96 220TH STREET (QUEENS VILLAGE)","92-96 220TH STREET","QUEENS","11428","WED(1,2,3,4)","SNAP outreach provided by external organization","-73.736434,40.722964","4107040030",40.722964,-73.736434
"FP","Food Pantry","No","No","No","No","OUR LADY OF MERCY CHURCH","680 MOTHER GASTON BLVD.","680 MOTHER GASTON BLVD.","BROOKLYN","11212","MON,FRI","HRA provides SNAP outreach materials and applications  for distribution and posting","-73.905214,40.662007","3035930035",40.662007,-73.905214
"FP","Food Pantry","No","No","No","No","OUR LADY OF MIRACLES-CANARSIE CLUSTER CENTER","757 EAST 86TH STREET","757 EAST 86TH STREET","BROOKLYN","11236","SAT","HRA provides SNAP outreach materials for distribution and posting","-73.909135,40.638838","3080070012",40.638838,-73.909135
"FP","Food Pantry","No","No","No","No","PART OF THE SOLUTION","2759 WEBSTER AVENUE","2759 WEBSTER AVENUE","BRONX","10458","MON-SAT/SAT(SEE FILE)","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site","-73.886668,40.865845","2032780084",40.865845,-73.886668
"SK","Soup Kitchen","No","No","No","No","PART OF THE SOLUTION (P.O.T.S.)","2759 WEBSTER AVENUE","2759 WEBSTER AVENUE","BRONX","10458","MON-SUN","SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site (SINGLE STOP)","-73.886668,40.865845","2032780084",40.865845,-73.886668
"SK","Soup Kitchen","No","No","No","No","PATHSEO INC.","1288 REV. JAMES A. POLITE","1288 REV. JAMES A. POLITE","BRONX","10459","SAT","New site, Coordinating future SNAP outreach services","-73.89534,40.829614","2029730016",40.829614,-73.89534
"FP","Food Pantry","No","No","No","No","PENIEL SDA CHURCH","1210 UTICA AVENUE","1210 UTICA AVENUE","BROOKLYN","11203","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.929869,40.643039","3047700027",40.643039,-73.929869
"FP","Food Pantry","No","No","No","No","POMONOK FOOD PANTRY","67-09 KISSENA BLVD","67-09 KISSENA BLVD","QUEENS","11367","THUR","SNAP outreach services provided by on site staff","-73.814119,40.735113","4067920030",40.735113,-73.814119
"FP","Food Pantry","No","No","No","No","POWER PRAISE AND DELIVERANCE, INC","120 EAST 184TH STREET","120 EAST 184TH STREET","BRONX","10468","FRI","HRA provides SNAP outreach materials for distribution and posting","-73.900472,40.859425","2031720046",40.859425,-73.900472
"FP","Food Pantry","No","No","No","No","PRESBYTERIAN CHURCH OF THE CROSSROADS","133 ELTON STREET","133 ELTON STREET","BROOKLYN","11208","WED","HRA provides SNAP outreach materials  for distribution and posting","-73.884547,40.680504","3039410001",40.680504,-73.884547
"FP","Food Pantry","No","No","No","No","PRODIGAL CENTER","709 TIFFANY STREET","709 TIFFANY STREET","BRONX","10474","TUE,THUR","HRA provides SNAP outreach materials  for distribution and posting","-73.891427,40.814201","2027370130",40.814201,-73.891427
"FP","Food Pantry","No","No","No","No","PROJECT CREATE - ANTHONY HOUSE","73 LENOX AVE","73 LENOX AVE","MANHATTAN","10026","WED","HRA provides SNAP outreach materials for distribution and posting","-73.951116,40.800671","1018230034",40.800671,-73.951116
"FPM","Food Pantry","Yes","No","No","No","PROJECT HOSPITALITY - MOVEABLE FEAST MOBILE FOOD PANTRY","514 BAY STREET","514 BAY STREET","STATEN ISLAND","10304","SEE FILE","HRA provides SNAP outreach materials for distribution and posting","-74.076895,40.629403","5005110003",40.629403,-74.076895
"FP","Food Pantry","No","No","No","No","PROJECT HOSPITALITY, INC.","514 BAY STREET","514 BAY STREET","STATEN ISLAND","10304","TUE, THUR","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","-74.076895,40.629403","5005110003",40.629403,-74.076895
"SK","Soup Kitchen","No","No","No","No","PROJECT HOSPITALITY, INC.","514 BAY STREET","514 BAY STREET","STATEN ISLAND","10304","TUE, THUR","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronic submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site/ ACCESS NYC site","-74.076895,40.629403","5005110003",40.629403,-74.076895
"FP","Food Pantry","No","No","No","No","QUEENSBORO TEMPLE SDA CHURCH","96-50 222ND STREET","96-50 222ND STREET","QUEENS","11429","WED(2ND&4TH)","HRA provides SNAP outreach materials for distribution and posting","-73.731973,40.718027","4107890114",40.718027,-73.731973
"FP","Food Pantry","No","No","No","No","RAUSCHENBUSCH METRO MINISTRIES INC.","410 WEST 40TH STREET","410 WEST 40TH STREET","MANHATTAN","10018","SAT(1,2,3,4)","On site SNAP outreach services conducted by volunteer social worker","-73.994329,40.757219","1007370043",40.757219,-73.994329
"FP","Food Pantry","No","No","No","No","REACHING-OUT COMMUNITY SERVICES INC.","7708 NEW UTRECHT AVE","7708 NEW UTRECHT AVE","BROOKLYN","11214","MON-FRI","HRA provides SNAP outreach materials for distribution and posting. SNAP outreach services provided by on site staff member. FBNYC TEN site.","-74.000715,40.614009","3062470030",40.614009,-74.000715
"FP","Food Pantry","No","No","No","No","REDEEMED CHRISTIAN CHURCH OF GOD","1001-1005 MORRIS AVENUE","1001 MORRIS AVENUE","BRONX","10456","TUE","HRA provides SNAP outreach mateiral for distribution and posting","-73.916908,40.829041","2024470053",40.829041,-73.916908
"FP","Food Pantry","No","No","No","No","REDEEMED CHRISTIAN CHURCH OF GOD INTERNATIONAL CHAPEL","781 EAST 93RD STREET","781 EAST 93RD STREET","BROOKLYN","11236","SAT","HRA provides SNAP outreach materials  for distribution and posting","-73.911838,40.649268","3081190047",40.649268,-73.911838
"FP","Food Pantry","No","No","No","No","RESCUE MINISTRY\MINISTERIO RESCATE, INC.","2083 RICHMOND TERRACE","2083 RICHMOND TERRACE","STATEN ISLAND","10302","TUE","HRA provides SNAP outreach mateiral for distribution and posting. Organization refers clients to POS site (CHA-SI) for SNAP services","-74.132426,40.640587","5010680060",40.640587,-74.132426
"FP","Food Pantry","No","No","No","No","RESURRECTION AND LIFE PENTECOSTAL CHURCH","870 EAST 163RD STREET","870 EAST 163RD STREET","BRONX","10459","TUE/SAT/SUN","HRA provides SNAP outreach materials  for distribution and posting","-73.899293,40.821502","2026900080",40.821502,-73.899293
"FP","Food Pantry","No","No","No","No","RHOW BROOKLYN INC","360 SCHERMERHORN STREET","360 SCHERMERHORN STREET","BROOKLYN","11217","SAT (2,3,4)","HRA provides SNAP outreach mateiral for distribution and posting","-73.980333,40.686526","3001730023",40.686526,-73.980333
"SK","Soup Kitchen","No","No","No","No","RHOW BROOKLYN INC","360 SCHERMERHORN STREET","360 SCHERMERHORN STREET","BROOKLYN","11217","M,TUE,FRI","HRA provides SNAP outreach mateiral for distribution and posting","-73.980333,40.686526","3001730023",40.686526,-73.980333
"FP","Food Pantry","No","No","No","No","RIVER FUND","89-11 LEFFERTS BLVD (RICHMOND HILL)","89-11 LEFFERTS BLVD","QUEENS","11418","SAT","HRA provides SNAP outreach materials  for distribution and posting","-73.829137,40.69699","4093460047",40.69699,-73.829137
"FPM","Food Pantry","Yes","No","No","No","RIVER FUND","89-11 LEFFERTS BLVD","89-11 LEFFERTS BLVD","QUEENS","11418","TUE (1,3)","HRA maintains oversight for a SNAP POS site:  SNAP prescreening and electronci submission of SNAP applications and documents/ SNAP recertification services/ EASY ACCESS (for SNAP documents) site","-73.829137,40.69699","4093460047",40.69699,-73.829137
"FPM","Food Pantry","Yes","No","No","No","RIVER FUND MOBILE - BROOKLYN","CORNER OF LINDEN BLVD & CRESCENT STREET","2605 LINDEN BOULEVARD","BROOKLYN","11208","TUE (2ND,4TH)","Mobile site; SNAP outreach services provided at home site","-73.868134,40.669099","3044630039",40.669099,-73.868134
"FP","Food Pantry","No","No","No","No","RIVERSIDE CHURCH FOOD PANTRY","91 CLAREMONT AVE @ 120TH STREET","91 CLAREMONT AVE","MANHATTAN","10027","TUE-FRI","SNAP outreach conducted by organization","-73.962564,40.811979","1019910031",40.811979,-73.962564
"FP","Food Pantry","No","No","No","No","SAINT TERESA CHURCH - SAINT VINCENT DePAUL SOCIETY","50-20 45TH STREET (WOODSIDE)","50-20 45TH STREET","QUEENS","11377","TUE","HRA provides SNAP outreach materials for distribution and posting","-73.921162,40.737008","4022940050",40.737008,-73.921162
