"ID","TYPE","PROGRAM","PHONE","DISTADD","DISTBORO","DISTZIP","DAYS","mobile","HIV","kosher","halal","type_clean","type1","type2","count","addr","coords","bbl","lat","lon"
85560,"FP","GIVE BY GRACE WHAT BY GRACE YOU HAVE RECEIVED INC ","718-710-9339","936 EAST 165TH STREET ","BRONX",10459,"FRI 9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"936 EAST 165TH STREET","-73.895995,40.823697","2027040127",40.823697,-73.895995
82096,"FP","GIVE THEM TO EAT ","718-993-8378","800 EAST 156TH STREET ","BRONX",10455,"FRI 1:30-3:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"800 EAST 156TH STREET","-73.904441,40.81745","2026650056",40.81745,-73.904441
85533,"FP","GOOD NEIGHBOR COMMUNITY OUTREACH AGENCY INC ","718-652-3288","3356 SEYMOUR AVENUE ","BRONX",10469,"THUR 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"3356 SEYMOUR AVENUE","-73.848551,40.875726","2047370074",40.875726,-73.848551
81435,"FP","GRACE EPISCOPAL CHURCH ","718 542-1946","1909 VYSE AVE ","BRONX",10460,"THUR 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1909 VYSE AVE","-73.883647,40.840584","2029920065",40.840584,-73.883647
81113,"FP","GRAND CONCOURSE SDA CHURCH ","718-681-2232","1275 GRAND CONCOURSE ","BRONX",10452,"WED(CLOSED 5TH WED) 1:30-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1275 GRAND CONCOURSE","-73.916549,40.836463","2024660026",40.836463,-73.916549
85586,"FP","HARVEST TO HAVEN ","718-665-5250","210 ALEXANDER AVENUE ","BRONX",10454,"WED,THUR 10AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"210 ALEXANDER AVENUE","-73.925461,40.808939","2022980040",40.808939,-73.925461
84228,"FP","HEAVENLY VISION CHRISTIAN CENTER ","718 220-8124","2868 JEROME AVE ","BRONX",10468,"TUE 9-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"2868 JEROME AVE","-73.892187,40.871477","2033190037",40.871477,-73.892187
80081,"FP","HOLY TABERNACLE CHURCH INC. ","718 293-9862","3780 THIRD AVENUE ","BRONX",10456,"TUE 4:30-5PM","No","No","No","No","Both","Food Pantry","",2,"3780 THIRD AVENUE","-73.902008,40.836632","2029270013",40.836632,-73.902008
85285,"FP","INSPIRATIONAL GOSPEL ASSEMBLY ","347-758-6447","1211 BROOK AVENUE ","BRONX",10456,"SAT 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1211 BROOK AVENUE","-73.90934,40.831466","2023940030",40.831466,-73.90934
85505,"FP","JAMAICA BENEVOLENT ARM & CULTURAL CENTER ","646-907-9858","2230 LIGHT STREET ","BRONX",10466,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2230 LIGHT STREET","-73.830695,40.887658","2049500041",40.887658,-73.830695
80086,"FPK"," JEWISH COMMUNITY COUNCIL OF PELHAM PARKWAY ","718 792-4744","2157 HOLLAND AVE ","BRONX",10462,"TUE,WED,THUR 12-4PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"2157 HOLLAND AVE","-73.865992,40.855338","2043190045",40.855338,-73.865992
83383,"FP","LOS REDIMIDOS EN LA SANGRE DE CRISTO ","646-408-3909","609 EAST 182ND STREET ","BRONX",10457,"WED 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"609 EAST 182ND STREET","-73.889498,40.852145","2030710001",40.852145,-73.889498
84319,"FP","MANNA OF LIFE MINISTRIES, INC ","347-577-5788","1101 BOSTON ROAD ","BRONX",10456,"TUE,THU,SAT 11AM-1PM","No","No","No","No","Both","Food Pantry","",2,"1101 BOSTON ROAD","-73.904936,40.827546","2026130040",40.827546,-73.904936
85423,"FPM","MOBILE FOOD PANTRY ","646-385-0748","309 DRAKE STREET ","BRONX",10474,"TUE-FRI 10AM -12PM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"314 DRAKE STREET","-73.880518,40.808197","2027750208",40.808197,-73.880518
84086,"FPH","AMOMENTUM PROJECT @ CHURCH OF THE GOD OF PROPHECY ","718-292-7718","85 EAST 165TH STREET ","BRONX",10452,"WED 11AM-1PM&4-6:30PM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"85 EAST 165TH STREET","-73.922135,40.831746","2024780001",40.831746,-73.922135
85312,"SKH","AMOMENTUM PROJECT HRC - HARM REDUCTION CENTER ","718-292-7718","226 EAST 144TH STREET ","BRONX",10451,"FRI 12-2PM","No","No","No","No",NA,NA,NA,1,"226 EAST 144TH STREET","-73.925535,40.815616","2023400221",40.815616,-73.925535
84953,"FP","MORRISANIA REVITALIZATION CORP INC ","718-589-7858","576 EAST 165TH STREET ","BRONX",10456,"FRI 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"576 EAST 165TH STREET","-73.907004,40.825528","2026220005",40.825528,-73.907004
87090,"FP","MOSAIC BEACON COMMUNITY CENTER ","917-962-9955","1257 OGDEN AVENUE ","BRONX",10452,"TUE,WED,THUR 3-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1257 OGDEN AVENUE","-73.925923,40.839539","2025290081",40.839539,-73.925923
85499,"FP","MOSHOLU MONTEFIORE COMMUNITY CENTER FP ","718-882-4000","3450 DEKALB AVENUE ","BRONX",10467,"MON-FRI 9AM-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"3450 DEKALB AVENUE","-73.880729,40.88151","2033270001",40.88151,-73.880729
83678,"FP","MOUNT PISGAH BAPTIST CHURCH ","914-882-7383","709 EAST 228TH STREET ","BRONX",10466,"SAT(2,3) 11AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"709 EAST 228TH STREET","-73.858897,40.890041","2048420038",40.890041,-73.858897
84268,"FP","NEW CONVENANT COMMUNITY DEVELOPMENT CORP ","718-328-6072","1175 BOSTON ROAD ","BRONX",10456,"TUE/WED/THUR 2-4P/12-2P/10A-1P","No","No","No","No","Food Pantry","Food Pantry","",1,"1175 BOSTON ROAD","-73.903414,40.829033","2026140043",40.829033,-73.903414
80179,"FP","NEW ST. JOHN BAPTIST CHURCH ","917-400-4830","2409 LORILLARD PLACE ","BRONX",10458,"FRI 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"2409 LORILLARD PLACE","-73.889201,40.856682","2030560051",40.856682,-73.889201
85387,"FP","NEW YORK COMMON PANTRY - BRONX ","917-423-2701","1290 HOE AVENUE ","BRONX",10459,"THUR-SAT 10AM-2:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1290 HOE AVENUE","-73.890278,40.830817","2029870010",40.830817,-73.890278
85565,"FP","PARKCHESTER BAPTIST CHURCH ","718-823-8124","2021 BENEDICY AVENUE ","BRONX",10462,"TUE 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2021 BENEDICT AVENUE","-73.857198,40.834625","2039320122",40.834625,-73.857198
83550,"FP","PART OF THE SOLUTION ","718 220-4892","2759 WEBSTER AVENUE ","BRONX",10458,"MON-SAT 8-11:30AM","No","No","No","No","Both","Food Pantry","",2,"2759 WEBSTER AVENUE","-73.886668,40.865845","2032780084",40.865845,-73.886668
85186,"SK","PATHHSEO INC ","718-842-2484","1288 REV. JAMES A. POLITE ","BRONX",10459,"SAT 12-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1288 REV. JAMES A. POLITE","-73.89534,40.829614","2029730016",40.829614,-73.89534
85300,"FP","POWER PRAISE AND DELIVERANCE, INC ","347-409-0288","120 EAST 184TH STREET ","BRONX",10468,"FRI 12-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"120 EAST 184TH STREET","-73.900472,40.859425","2031720046",40.859425,-73.900472
85472,"FP","PRODIGAL CENTER ","718-644-8523","709 TIFFANY STREET ","BRONX",10474,"TUE 11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"709 TIFFANY STREET","-73.891427,40.814201","2027370130",40.814201,-73.891427
85294,"FP","REDEEMED CHRISTIAN CHURCH OF GOD ","718-293-8996","1001-1005 MORRIS AVENUE ","BRONX",10456,"TUE 2-6PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1001 MORRIS AVENUE","-73.916908,40.829041","2024470053",40.829041,-73.916908
82716,"FP","RESURRECTION AND LIFE PENTECOSTAL CHURCH ","718-617-2399","870 EAST 163RD STREET ","BRONX",10459,"TUE/SAT/SUN 12-1PM/10A-2P/1-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"870 EAST 163RD STREET","-73.899293,40.821502","2026900080",40.821502,-73.899293
80142,"FP","SHILOH TEMPLE PENTECOSTAL CHURCH ","347-346-8178","719 EAST 223RD STREET ","BRONX",10466,"TUE 9AM-1PM","No","No","No","No","Both","Food Pantry","",2,"719 EAST 223RD STREET","-73.860429,40.886323","2048370036",40.886323,-73.860429
82210,"FP","SPANISH SDA CHURCH FOOD PANTRY ","718-991-7362","1038 PROSPECT AVENUE ","BRONX",10459,"THUR 8:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1038 PROSPECT AVENUE","-73.899214,40.824661","2026910012",40.824661,-73.899214
82315,"FP","SPANISH SOUNDVIEW SDA CHURCH ","718-842-7373","1822 LACOMBE AVENUE ","BRONX",10473,"WED(2 & LAST) 8AM-12:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1822 LACOMBE AVENUE","-73.861207,40.814804","2034960037",40.814804,-73.861207
80149,"FP","ST. ANN'S CHURCH OF MORRISANIA ","718 585-5632","295 ST. ANN'S AVENUE ","BRONX",10454,"WED,FRI 10:30AM-2PM","No","No","No","No","Both","Food Pantry","",2,"295 ST. ANN'S AVENUE","-73.916807,40.808486","2022670044",40.808486,-73.916807
81511,"SK","ST. ANTHONY'S CHURCH ","718 931-4040","1750 MANSION STREET ","BRONX",10460,"SAT 11AM-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1750 MANSION STREET","-73.869432,40.837838","2039140022",40.837838,-73.869432
81702,"FP","ST. AUGUSTINE FOOD PANTRY ","718-213-4458","1168 FRANKLIN AVENUE ","BRONX",10456,"MON/THUR 10AM-12PM/2-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1168 FRANKLIN AVENUE","-73.904373,40.829146","2026140001",40.829146,-73.904373
85480,"FP","ST. BRENDAN & ST. ANN PARISH ","718-547-6655","268 EAST 207TH STREET ","BRONX",10467,"SAT (2ND) 8-9AM","No","No","No","No","Food Pantry","Food Pantry","",1,"268 EAST 207TH STREET","-73.877965,40.875418","2033420029",40.875418,-73.877965
81316,"FP","ST. EDMUNDS YOUTH PROGRAM INC ","718 466-9370","1905 MORRIS AVENUE ","BRONX",10453,"THUR 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1905 MORRIS AVENUE","-73.908231,40.849929","2028280037",40.849929,-73.908231
82756,"FP","ST. JEROME H.A.N.D.S. COMMUNITY CENTER ","718-402-7866","330 EAST 138TH STREET ","BRONX",10454,"WED 10AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"330 EAST 138TH STREET","-73.924879,40.809644","2022980101",40.809644,-73.924879
80159,"FP","ST. LUKES FOOD PANTRY ","718 665-6677","623 EAST 138TH STREET ","BRONX",10454,"FRI 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"623 EAST 138TH STREET","-73.915527,40.806254","2025510058",40.806254,-73.915527
80161,"SK","ST. LUKE'S SENIOR COMMUNITY PROGRAM ","718 882-3060","777 EAST 222ND STREET ","BRONX",10467,"MON-FRI 12-1PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"777 EAST 222ND STREET","-73.85901,40.8851","2048360007",40.8851,-73.85901
80162,"FP","ST. PAUL'S LUTHERAN CHURCH ","718 822-4535","1891 McGRAW AVENUE ","BRONX",10462,"FRI 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1891 MCGRAW AVENUE","-73.862319,40.834681","2039360032",40.834681,-73.862319
85174,"FP","ST. PETER'S LOVE PANTRY ","718-931-9270","2500 WESTCHESTER AVENUE ","BRONX",10461,"TUE (1,3) 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2500 WESTCHESTER AVENUE","-73.843804,40.838537","2038480018",40.838537,-73.843804
80167,"FP","ST. THOMAS AQUINAS FOOD PANTRY ","347-759-8565","1900 CROTONA PARKWAY (SIDE OF CHURCH/BASEMENT) ","BRONX",10460,"WED 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1900 CROTONA PARKWAY","-73.885393,40.840708","2029850019",40.840708,-73.885393
85056,"FPH"," THE COMMUNITY FOOD PANTRY ","718-960-2262","1363 OGDEN AVE ","BRONX",10452,"TUE/THUR/1ST SAT 10AM-12PM/1-3PM/10AM-12PM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"1363 OGDEN AVE","-73.924921,40.841835","2025350026",40.841835,-73.924921
85461,"FP","THE FLOW KINGDOM MINISTRIES ","347-431-4326","901 EAST TREMONT AVENUE ","BRONX",10469,"MON 5-7PM","No","No","No","No","Food Pantry","Food Pantry","",1,"901 EAST TREMONT AVENUE","-73.884395,40.842373","2031210033",40.842373,-73.884395
80137,"FP","THE SALVATION ARMY BRONX CITADEL ","718 665-8472","425 EAST 159TH STREET ","BRONX",10451,"TUE(1,2,3,4) 10AM-12:30PM","No","No","No","No","Both","Food Pantry","",2,"425 EAST 159TH STREET","-73.913389,40.822757","2023810029",40.822757,-73.913389
80174,"FP","THESSALONIA BAPTIST CHURCH ","718 542-0828","951 REV. JAMES POLITE AVE ","BRONX",10459,"TUE 10:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"951 REV. JAMES POLITE AVE","-73.899242,40.822306","2026900155",40.822306,-73.899242
81637,"FP","THORPE FAMILY RESIDENCE ","718-295-2550","406 EAST 184TH STREET ","BRONX",10458,"WED 8:30-9:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"406 EAST 184TH STREET","-73.894721,40.856389","2030310007",40.856389,-73.894721
85283,"FP","UNION GROVE BAPTIST CHURCH ","718-328-1444","1488 HOE AVENUE ","BRONX",10460,"WED 9-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1488 HOE AVENUE","-73.889016,40.832894","2029880014",40.832894,-73.889016
81319,"SKM","UNITED BRONX PARENTS, INC. ","718 991-7100","603 PROSPECT AVENUE ","BRONX",10455,"MON-FRI 2:30-4PM","Yes","No","No","No","Soup Kitchen","Soup Kitchen Mobile","M",1,"603 PROSPECT AVENUE","-73.904198,40.813979","2026740038",40.813979,-73.904198
84129,"FP","VINEYARD INTERNATIONAL CHRISTIAN MINISTRIES ","718-538-9211","1140 TELLER AVE ","BRONX",10456,"SAT 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1140 TELLER AVE","-73.912232,40.830689","2024290015",40.830689,-73.912232
81582,"FP","WAY OUT CHURCH MINISTRIES, INC ","718-665-8069","520 EAST 148TH STREET ","BRONX",10455,"TUE,THUR 8-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"520 EAST 148TH STREET","-73.914716,40.813889","2022740012",40.813889,-73.914716
84438,"FP","WHEDCO - FOOD PANTRY ","718-839-1100","50 EAST 168TH STREET ","BRONX",10452,"WED 9:30-10:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"50 EAST 168TH STREET","-73.918813,40.836317","2024800001",40.836317,-73.918813
85113,"FP","WHOSOEVER WILL BAPTIST CHURCH ","347-528-0013","1651 POPHAM AVENUE ","BRONX",10453,"SAT 9-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1651 POPHAM AVENUE","-73.921012,40.849316","2028770276",40.849316,-73.921012
85011,"SK","WOODYCREST UNITED METHODIST CHURCH ","718-538-7500","89 WEST 166TH STREET ","BRONX",10452,"WED 12-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"89 WEST 166TH STREET","-73.926513,40.83537","2025130038",40.83537,-73.926513
85027,"FP","WORD OF LIFE CHRISTIAN FELLOWSHIP ","718-861-5678","830 UNION AVENUE ","BRONX",10459,"SAT 10AM-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"830 UNION AVENUE","-73.902843,40.819572","2026660066",40.819572,-73.902843
81546,"FP","ADVENT LUTHERAN CHURCH ","212-665-2504","2504 BROADWAY ","MANHATTAN",10025,"SAT (1,3) 10:30-11:30AM","No","No","No","No","Both","Food Pantry","",2,"2504 BROADWAY","-73.9727,40.792697","1012410020",40.792697,-73.9727
81727,"FP","AFRICAN SERVICES COMMITTEE ","212-222-3882","429 WEST 127TH STREET ","MANHATTAN",10027,"MON-FRI 9AM-5PM","No","No","No","No","Food Pantry","Food Pantry","",1,"429 WEST 127TH STREET","-73.954443,40.813433","1019670060",40.813433,-73.954443
80520,"FP","ASCENSION OUTREACH, INC ","212 254-8620","12 WEST 11TH STREET ","MANHATTAN",10011,"SAT(1ST,3RD) 8:30-9:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"12 WEST 11TH STREET","-73.995773,40.734109","1005740038",40.734109,-73.995773
84227,"FP","BAILEY HOUSE FOOD PANTRY ","212-633-2500","1751 PARK AVENUE 3RD FLOOR ","MANHATTAN",10035,"WED 11AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1751 PARK AVENUE","-73.940407,40.802577","1017700072",40.802577,-73.940407
81353,"FP","BETH HARK CHRISTIAN COUNSELING CENTER ","212 860-1523","1832 MADISON AVE @120 ST ","MANHATTAN",10035,"TUE 1-3:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"1832 MADISON AVE","-73.943801,40.802483","1017460002",40.802483,-73.943801
84088,"SK","BETH HARK CHRISTIAN COUNSELING CENTER ","212 860-1523","1832 MADISON AVENUE ","MANHATTAN",10035,"THUR 12-2PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1832 MADISON AVENUE","-73.943801,40.802483","1017460002",40.802483,-73.943801
82212,"FP","BETHEL AME CHURCH ","212 862-0100","54-60 WEST 132ND STREET ","MANHATTAN",10037,"THUR 9:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"54 WEST 132ND STREET","-73.941109,40.81146","1017290058",40.81146,-73.941109
84193,"FP","CABRINI IMMIGRANT SERVICES OF NEW YORK CITY INC ","212 791-4590","139 HENRY STREET ","MANHATTAN",10002,"TUE 9:30AM-12:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"139 HENRY STREET","-73.990758,40.713479","1002830016",40.713479,-73.990758
80801,"SK","CATHEDRAL OF ST. JOHN THE DIVINE ","212 316-7583","1047 AMSTERDAM AVENUE @ W. 112TH ST. ","MANHATTAN",10025,"SUN 10AM-2:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"1047 AMSTERDAM AVENUE","-73.961787,40.803767","1018650001",40.803767,-73.961787
80841,"FP","CATHOLIC CHARITIES WASHINGTON HEIGHTS FOOD PANTRY ","212-862-6401","665 WEST 182ND STREET ","MANHATTAN",10033,"THUR 10AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"665 WEST 182ND STREET","-73.934944,40.850968","1021640016",40.850968,-73.934944
80518,"SK","CHRIST CHURCH UNITED METHODIST ","212 838-3036","524 PARK AVENUE @ 60TH ST. ","MANHATTAN",10065,"SUN 4:30-6PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"524 PARK AVENUE","-73.96966,40.763888","1013750036",40.763888,-73.96966
80519,"FP","CHURCH OF THE ANNUNCIATION ","212 234-1919","88 CONVENT AVE. NEAR 132ND ST. ","MANHATTAN",10027,"TUE 10:30-11:30AM","No","No","No","No","Food Pantry","Food Pantry","",1,"88 CONVENT AVE.","-73.953289,40.816269","1019700042",40.816269,-73.953289
81917,"FP","CHURCH OF THE VILLAGE UNITED METHODIST CHURCH ","212-243-5470","201 WEST 13TH STREET ","MANHATTAN",10011,"TUE 1-2:30PM","No","No","No","No","Both","Food Pantry","",2,"201 WEST 13TH STREET","-74.00039,40.738158","1006180040",40.738158,-74.00039
85357,"FPM","CITY HARVEST MOBILE MARKET - DYCKMAN HOUSES ","646-412-0740","177 NAGLE AVENUE ","MANHATTAN",10034,"WED(2),SAT(4) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"177 NAGLE AVENUE","-73.924123,40.861169","1022160001",40.861169,-73.924123
85358,"FPM","CITY HARVEST MOBILE MARKET - PRINCE HALL ","646-412-0740","454 WEST 155TH STREET ","MANHATTAN",10032,"THU(2),SAT(4) 9:30-11:30AM","Yes","No","No","No","Food Pantry","Food Pantry Mobile","M",1,"454 WEST 155TH STREET","-73.941933,40.830826","1020680071",40.830826,-73.941933
81451,"SKM","COALITION FOR THE HOMELESS ","212-776-2002","108 EAST 51ST STREET ","MANHATTAN",10022,"MON-FRI 6:30-10PM","Yes","No","No","No","Soup Kitchen","Soup Kitchen Mobile","M",3,"108 EAST 51ST STREET","-73.973002,40.757214","1013050001",40.757214,-73.973002
80543,"FP","COMMUNITY IMPACT ","212-854-6310","616 WEST 114TH STREET ","MANHATTAN",10025,"MON,WED,THUR 11AM-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"616 WEST 114TH STREET","-73.965885,40.806947","1018950067",40.806947,-73.965885
81071,"FP","COMMUNITY LEAGUE OF THE HEIGHTS ","212-795-4779","508 WEST 159TH STREET ","MANHATTAN",10032,"TUE,W,THU,SAT 9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"508 WEST 159TH STREET","-73.941863,40.834276","1021170031",40.834276,-73.941863
81249,"SKK"," CONGREGATION B'NAI JESHURUN ","212 787-7600","257 WEST 88TH STREET ","MANHATTAN",10024,"THUR 12-1PM","No","No","Yes","No","Soup Kitchen","Soup Kitchen Kosher","K",1,"257 WEST 88TH STREET","-73.976168,40.790108","1012360005",40.790108,-73.976168
80541,"FP","CONVENT AVENUE BAPTIST CHURCH ","646-698-5102","425 WEST 144TH STREET @ CONVENT AVE ","MANHATTAN",10031,"MON 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"425 WEST 144TH STREET","-73.946077,40.823925","1020500037",40.823925,-73.946077
80546,"FP","DEWITT REFORMED CHURCH ","212 674-3341","280 RIVINGTON STREET ","MANHATTAN",10002,"THUR/SAT 9AM-2PM/9AM-1PM","No","No","No","No","Food Pantry","Food Pantry","",1,"280 RIVINGTON STREET","-73.979446,40.71759","1003230073",40.71759,-73.979446
85473,"FP","FAMILY INTEGRATION MINISTRY FOOD PANTRY ","212-939-9292","1875 AMSTERDAM AVENUE ","MANHATTAN",10031,"THUR 8-11AM","No","No","No","No","Food Pantry","Food Pantry","",1,"1875 AMSTERDAM AVENUE","-73.943859,40.829989","1020670063",40.829989,-73.943859
81612,"FP","FATHER CREAVIN'S FOOD PANTRY ","212-281-2100","276 WEST 151ST STREET ","MANHATTAN",10039,"TUE(2,3,4,5) 9-10AM","No","No","No","No","Food Pantry","Food Pantry","",1,"276 WEST 151ST STREET","-73.937799,40.825859","1020360047",40.825859,-73.937799
84451,"FP","FOOD BANK FOR NEW YORK CITY ","212-665-8747","252 WEST 116TH STREET ","MANHATTAN",10026,"WED 12-6PM","No","No","No","No","Both","Food Pantry","",2,"252 WEST 116TH STREET","-73.95498,40.803958","1018310060",40.803958,-73.95498
81980,"FP","FRATERNITE NOTRE DAME, INC ","212-876-5855","2290 FIRST AVENUE ","MANHATTAN",10035,"FRI 2-4PM","No","No","No","No","Food Pantry","Food Pantry","",1,"2290 FIRST AVENUE","-73.934345,40.797018","1017110048",40.797018,-73.934345
84245,"FP","FRIENDLY HANDS MINISTRY INC ","646-370-3978","229 EAST 118TH STREET ","MANHATTAN",10035,"WED 9AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"229 EAST 118TH STREET","-73.937648,40.798842","1017830012",40.798842,-73.937648
81501,"FPH","AGAY MEN'S HEALTH CRISIS ","212-367-1409","307 WEST 38TH STREET ","MANHATTAN",10018,"WED(EVYOTH) 12-3PM","No","No","No","Yes","Food Pantry","Food Pantry Halal","HL",1,"307 WEST 38TH STREET","-73.992213,40.755252","1007620025",40.755252,-73.992213
80581,"FP","GOOD SHEPHERD FOOD PANTRY ","212 567-1300","630 ISHAM STREET ","MANHATTAN",10034,"SAT 7:30-9AM","No","No","No","No","Food Pantry","Food Pantry","",1,"630 ISHAM STREET","-73.920978,40.869549","1022420019",40.869549,-73.920978
82798,"SK","GRAND CENTRAL NEIGHBORHOOD SOCIAL SERVICE CORP. ","212 883-0680","120 EAST 32ND STREET ","MANHATTAN",10016,"MON-SUN 6:30-7:30A/12-1:30P/4-6P","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"120 EAST 32ND STREET","-73.981468,40.745206","1008870087",40.745206,-73.981468
84157,"FP","HARLEM DOWLING WEST SIDE CENTER/SPECIALIZED SERVICES ","212-749-3656","","MANHATTAN",10027,"FRI 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"","-74.01089,40.73998","1006510001",40.73998,-74.01089
83570,"FP","HARVEST OF SOULS/HOLY GHOST ","212-369-6354","13-15 EAST 125TH STREET ","MANHATTAN",10035,"FRI 10AM-12PM","No","No","No","No","Food Pantry","Food Pantry","",1,"13 EAST 125TH STREET","-73.941574,40.806424","1017500005",40.806424,-73.941574
80604,"SK","HOLY APOSTLES SOUP KITCHEN ","212 924-0167","296 NINTH AVENUE @ 28TH ST. ","MANHATTAN",10001,"MON-FRI 10:30AM-12:30PM","No","No","No","No","Soup Kitchen","Soup Kitchen","",1,"296 NINTH AVENUE","-73.998787,40.749203","1007510076",40.749203,-73.998787
80850,"FP","HOLY NAME OF JESUS - ST. GREGORY THE GREAT ","212 932-8040","207 WEST 96TH STREET ","MANHATTAN",10025,"MON 11AM-2:30PM","No","No","No","No","Food Pantry","Food Pantry","",1,"207 WEST 96TH STREET","-73.970989,40.794567","1018680124",40.794567,-73.970989
81608,"FP","INTERNATIONAL PENTECOSTAL CHURCH ","212-568-3531","619 WEST 179TH STREET ","MANHATTAN",10033,"TUE 12-2PM","No","No","No","No","Food Pantry","Food Pantry","",1,"619 WEST 179TH STREET","-73.93535,40.848465","1021620048",40.848465,-73.93535
85088,"FP","IRIS HOUSE ","646-548-0100","2348 ADAM CLAYTON POWELL JR. BLVD ","MANHATTAN",10030,"THUR 1:30-2:30PM","No","No","No","No","Both","Food Pantry","",2,"2348 ADAM CLAYTON POWELL JR. BLVD","-73.942839,40.81712","1020230033",40.81712,-73.942839
80618,"FPK"," JEWISH COMMUNITY COUNCIL OF WASHINGTON HGTS ","212 568-5450","121 BENNETT AVENUE #11A ","MANHATTAN",10033,"TUE,WED,THUR 11AM-1PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"121 BENNETT AVENUE","-73.934527,40.854105","1021800150",40.854105,-73.934527
85450,"FPK"," LILLIAN WALD FOOD PANTRY ","212-260-2731","12 AVENUE D ","MANHATTAN",10009,"MON-FRI 8AM-6PM","No","No","Yes","No","Food Pantry","Food Pantry Kosher","K",1,"12 AVENUE D","-73.978153,40.720202","1003560001",40.720202,-73.978153
80627,"FP","LITTLE SISTERS OF THE ASSUMPTION FAMILY HEALTH SERVICE ","646-672-5200","333 EAST 115TH STREET ","MANHATTAN",10029,"WED 9:30-11AM & 1-3PM","No","No","No","No","Food Pantry","Food Pantry","",1,"333 EAST 115TH STREET","-73.936638,40.795879","1016870017",40.795879,-73.936638
